year,Albania,Algeria,Argentina,Australia,Austria,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Bhutan,Bolivia,Botswana,Brazil,Bulgaria,Burundi,Cameroon,Canada,Central African Republic,Chile,China,Colombia,"Congo, DRC",Costa Rica,Cote d'Ivoire,Cyprus,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Fiji,Finland,France,Georgia,Germany,Ghana,Greece,Guatemala,Honduras,Hungary,Iceland,India,Indonesia,Ireland,Italy,Japan,Kenya,Malaysia,Mauritius,Mexico,Morocco,Myanmar,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russia,Singapore,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Thailand,Tunisia,Turkey,United Kingdom,United States,Uruguay,Venezuela,Zambia,Zimbabwe
1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7315,,,,,122.64,36.52665,,,,
1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.25337,,,,,119.66,31.37096,,,,
1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5178,,,,,119.43,26.04761,,,,
1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80103,,,,,123.8,22.04268,,,,
1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.48815,,,,,139.82,20.01573,,,,
1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9825,,,,,156.86,19.32403,,,,
1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.70003,,,,,166.47,19.12407,,,,
1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.48295,,,,,176.28,18.85825,,,,
1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.32783,,,,,176.54,17.29959,,,,
1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25057,,,,,177.47,15.82601,,,,
1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83738,,,,,188.86,17.12326,,,,
1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.93626,,,,,190.55,18.00565,,,,
1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.39584,,,,,188.42,15.53059,,,,
1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68693,,,,,189.33,13.52201,,,,
1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34498,,,,,192.63,11.34728,,,,
1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.66035,,,,,193.72,11.24074,,,,
1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.954161,,,,,191.36,8.909874,,,,
1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.885798,,,,,188.96,7.819591,,,,
1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.187841,,,,,186.89,6.857941,,,,
1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65729,,,,,182.51,5.94865,,,,
1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.491234,,,,,187.99,7.174721,,,,
1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.553425,,,,,196.48,8.488317,,,,
1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.628861,,,,,,,,,,,,,,,,,,14.00801,,,,,219.85,9.330249,,,,
1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.86514,,,,,,,,,,,,,,,,,,11.4851,,,,,226.41,13.84075,,,,
1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.30412,,,,,,,,,,,,,,,,,,10.92846,,,,,237.29,15.24592,,,,
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.08092,,,,,,,,,,,,,,,,,,10.34387,,,,,230.92,13.61403,,,,
1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.805832,,,,,,,,,,,,,,,,,,9.379941,,,,,258.68,13.086253,,,,
1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.083381,,,,,,,,,,,,,,,,,,8.944929,,,,,260.59,12.641051,,,,
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.71637,,,,,,,,,,,,,,,,,,9.0411,,,,,260.09,12.85535,,,,
1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.979626,,,,,,,,,,,,,,,,,,9.206674,,,,,260.34,12.814613,,,,
1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.569911,,,,,,,,,,,,,,,,,,9.201794,,,,,246.62,11.359485,,,,
1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.541444,,,,,,,,,,,,,,,,,,6.801488,,,,,237.53,12.03597,,,,
1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.573861,,,,,,,,,,,,,,,,,,6.540675,,,,,224.55,11.171791,,,,
1825,,,28.028472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.407348,,,,,,,,,,,,,,,,,,6.265913,,,,,212.49,10.006674,,,,
1826,,,54.0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.42284,,,,,,,,,,,,,,,,,,5.778346,,,,,201.24,8.603181,,,,
1827,,,425.633153,,,,,,,,,,,,,,,,,,,8.320789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.994405,,,,,,,,,,,,,,,,,,5.259871,,,,,191.94,7.41484,,,,
1828,,,91.96811,,,,,,,,,,,,,,,,,,,8.375496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.533606,,,,,,,,,,,,,,,,,,5.444101,,,,,182.86,6.564204,,,,
1829,,,26.124543,,,,,,,,,,,,,,,,,,,9.125853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.505822,,,,,,,,,,,,,,,,,,3.430757,,,,,173.44,5.278849,,,,
1830,,,25.655407,,,,,,,,,,,,,,,,,,,8.971745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.831749,,,,,,,,,,,,,,,,,,3.862041,,,,,165.26,3.873583,,,,
1831,,,26.075304,,,,,,,,,,,,,,,,,,,8.666276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.52418,,,,,,,,,,,,,,,,,,4.09832,,,,,163.79,2.338676,,,,
1832,,,25.5175248,,,,,,,,,,,,,,,,,,,8.6986902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.6754901,,,,,,,,,,,,,,,,,,3.9505387,,,,,170.85,0.6251517,,,,
1833,,,24.2918186,,,,,,,,,,,,,,,,,,,8.7690239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.2775668,,,,,,,,,,,,,,,,,,3.960151,,,,,172.85,0.4139202,,,,
1834,,,24.27157,,,,,,,,,,,,,,,,,,,8.209749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.6508,,,,,,,,,,,,,,,,,,3.985962,,,,,162.43,0.002787855,,,,
1835,,,24.58873904,,,,,,,,9.42179088,,,,,,,,,,,8.37900671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.63463476,,,,,,,,,,,,,,,,,,3.8654066,,,,,152.54,0.00282053,,,,
1836,,,23.6823099,,,,,,,,9.7288379,,,,,,,,,,,7.4217148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.077195,,,,,,,,,,,,,,,,,,3.5815571,,,,,145.83,0.0230793,,,,
1837,,,25.1438604,,,,,,,,9.1706898,,,,,,,,,,,8.1265472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.4765015,,,,,,,,,,,,,,,,,,3.0542762,,,,,151.8,0.2148133,,,,
1838,,,26.7943591,,,,,,,,11.6358356,,,,,,,,,,,8.0973194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8047968,,,,,,,,,,,,,,,,,,2.8559496,,,,,142.66,0.6603937,,,,
1839,,,32.5764946,,,,,,,,11.555116,,,,,,,,,,,8.0181753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.9270857,,,,,,,,,,,,,,,,,,2.2183769,,,,,135.55,0.2165663,,,,
1840,,,43.5546813,,,,,,,,16.4950838,,,,,,,,,,,7.568953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.3879811,,,,,,,,,,,,,,,,,,2.1350557,,,,,144.45,0.3365946,,,,
1841,,,24.5009437,,,,,,,,15.0817085,,,,,,,,,,,7.7368209,,,,,,,,,,,,,,,,,,,,,,,,,15.3557258,,,,,,,,,,,242.1850299,,,,,,,,,,,,,,,,,,2.6343836,,,,,151.96,0.8289318,,,,
1842,,,16.107661,,,,,,,,37.965308,,,,,,,,,,,12.888037,,,,,,,,,,,,,,,,,,,,,,,,,16.658285,,,,,,,,,,,250.083996,,,,,,,,,,,,,,,,,,2.908498,,,,,158.78,1.262577,,,,
1843,,,14.211369,,,,,,,,38.640499,,,,,,,,,,,13.636939,,,,,,,,,,,,,,,,,,,,,,,,,13.8028,,,,,,,,,,,264.283152,,,,,,,,,,,,,,,,,,2.564623,,,,,159.34,2.112447,,,,
1844,,,17.339697,,,,,,,,34.692209,,,,,,,,,,,12.797676,,,,,,,,,,,,,,,,,,,,,,,,,14.884072,,,,,,,,,,,274.417102,,,,,,,,,,,,,,,,,,2.254136,,,,,146.32,1.388263,,,,
1845,,,18.0677191,,,,,,,,33.0238289,,,,,,,,,,,11.9371583,,,,,,,,,,,,,,,,,,,,,,,,,15.0957669,,,,,,,,,,,248.8091018,,,,,,,,,,,,,,,,,,2.3631418,,,,,137.37,0.8655056,,,,
1846,,,55.9548048,,,,,,,,30.7445689,,,,,,,,,,,10.937245,,,,,,,,,,,,,,,,,,,,,,,,,16.8132065,,,,,,,,,,,213.0714645,,,,,,,,,,,,,,,,,,2.2628191,,,,,128.21,0.7622649,,,,
1847,,,25.479683,,,,,,,,28.045295,,,,,,,,,,,9.784191,,,,,,,,,,,,,,,,,,,,,,,,,20.795171,,,,,,,,,,,192.704339,,,,,,,,,,,,,,,,,,2.402491,,,,,123.07,1.624541,,,,
1848,,,18.041497,,,,,,,,34.350741,,,,,,,,,,,11.055765,,,,,,,,,,,,,,,,,,,,408.762014,,,,,17.864892,,,,,,,,,,,225.6532,,,,,,,,,,,,,,,,,,2.695109,,,,,129.1,1.960203,,,,
1849,,,9.613947,,,,,,,,34.503535,,,,,,,,,,,10.65002,,,,,,,,,,,,,,,,,,,,396.868455,,,,,17.407702,,,,,,,,,,,226.864219,,,,,,,,,,,,,,,,,,2.656481,,,,,127.09,2.627577,,,,
1850,,,12.441537,,,,,,,,33.718492,,,,,,,,,,,9.519434,,,,,,,,,,,,,,,,,,,,358.68772,,,,,17.481746,,,,,,,,,,,226.055434,,,,,,,,,,,,,,,,91.701468,,2.358831,,,,,138.72,2.478624,,,,
1851,,,11.127582,,,,,,,,33.35004,,,,,,,,,,,9.245779,,,,,,,,,,,,,,,,,,,,344.215907,,,,,16.333547,,,,,,,,,,,221.341472,,,,,,,,,,32.54902,,,,,,84.97015,,2.758966,,,,,131.4,2.529807,,,,
1852,,,13.390562,,,,,,,,30.752748,,,,,,,,,,,8.778986,,,,,,,,,,,,,,,,,,,,289.67688,,,,,15.859917,,,,,,,,,,,212.153706,,,,,,,,,,30.0,,,,,,83.56095,,2.561394,,,,,129.44,2.17761,,,,
1853,,,16.730916,,,,,,,,27.623012,,,,,,,,,,,7.196492,,,,,,,,,,,,,,,,,,,,312.633862,,,,,17.188051,,,,,,,,,,,208.16311,,,,,,,,,,25.337838,,,,,,74.399643,,2.038924,,,,,115.38,1.823266,,,,
1854,,,10.510796,,,,,,,,23.092911,,,,,,,,,,,6.800402,,,,,,,,,,,,,,,,,,,,270.673361,,,,,16.755838,,,,,,,,,,,177.885335,,,,,,,,,,31.525424,,,,,,72.410149,,2.30746,,,,4.99555,107.86,1.147886,,,,
1855,,,12.3420879,,,,,,,,22.0247232,,,,,,,,,,,6.0828043,,,,,,,,,,,,,,,,,,,,292.7418183,,,,,14.3050158,,,,,,,,,,,180.0620241,,,,,,,,,,29.5454545,,,,,,62.9082048,,1.7270558,,,,14.2778023,105.51,0.9032222,,,,
1856,,,8.8154791,,,,,,,,20.4069184,,,,,,,,,,,5.9144475,,,,,,,,,,,,,,,,,,,,212.2379165,,,,,13.4687076,,,,,,,,,,,162.957741,,,,,,,,,,28.7037037,,,,,,64.9142522,,2.1330671,,,,15.1744521,104.88,0.7973201,,,,
1857,,,6.0028161,,,,,,,,20.8275556,,,,,,,,,,,5.3815935,,,,,,,,,,,,,,,,,,,,220.6790171,,,,,12.7553971,,,,,,,,,,,162.5383192,,,,,,,,,,31.641791,,,,,,64.5414989,,1.6238538,,,,14.463844,104.24,0.6932327,,,,
1858,,,21.66912,,,,,,,,21.409668,,,,,,,,,,,11.106823,,,,,,,,,,,,,,,,,,,,235.895837,,,,,13.706775,,,,,,,,,,,174.60073,,,,,,,,,,31.085044,,,,,,66.553346,,3.120971,,,,17.83864,107.57,1.108935,,,,
1859,,,16.661972,,,,,,,,21.02174,,,,,,,,,,,10.10297,,,,,,,,,,,,,,,,,,,,193.619678,,,,,17.101409,,,,,,,,,,,173.925897,,,,,,,,,,32.267442,,,,,,63.319925,,3.902379,,,,22.005833,101.86,1.335544,,,,
1860,,,12.879047,,,,,,,,20.034581,,,,,,,,,,,9.005203,,,,,,,,,,,,,,,,,,,,211.391439,,,,,17.537815,,,,,,,,,,,155.482767,9.325792,,,,,,,,,35.549133,,,,,,59.271743,,6.406728,,,,24.225673,99.26,1.490627,,,,
1861,,,16.411386,8.5,,,,,,,19.456748,,,,,,,,,,,8.885686,,,,,,,,,,,,,,,,,,,,214.368395,,,,,16.55607,,,36.430285,,,,,,,,150.333929,7.72631,,,,,,,,,37.15847,,,,,,57.640671,9.379738,7.243887,,,,25.098903,95.12,1.969149,,,,
1862,,,20.813168,9.11095,,,,,,,18.870486,,,,,28.641235,,,,,,8.413084,,,,,,,,,,,18.086029,,,,,,,,,208.839089,,,,,13.240901,,,37.893398,,,,,,,,134.447484,8.132958,,,,,,,,,36.082474,,,,,,64.546888,10.181127,6.463621,,,,50.656988,93.57,9.053133,,,,
1863,,,16.914163,8.644238,,,,,,,18.334933,,,,,46.077929,,,,,,9.757003,,,,,,,,,,,9.772241,,,,,,,,,201.990938,,,,,9.396801,,,47.445244,,,,,,,,132.326002,5.619134,,,,,,,,,36.81592,,,,,,58.457832,25.876064,6.558276,,,,69.103995,89.72,14.695172,,,,
1864,,,6.2,12.78961,,,,,,,17.251686,,,,,29.12493,,,,,,8.163289,,,,,,,,,,,16.111807,,,,,,,,,172.99016,,,,,8.546626,,,55.502631,,,,,,,,124.924411,11.669947,,,,,,,,,39.719626,,,,,,61.083602,29.321176,8.225988,,,,30.280391,84.11,19.194338,,,,
1865,,,6.6,12.335931,,,,,,,18.081553,,,,,37.19821,,,,,,12.831448,,,,,,,,,,,23.27465,,,,,,,,,177.744979,,,,,8.869178,,,61.548794,,,,,,,,123.657279,20.862765,,,,,,,,,28.671329,,,,10.605321,,70.441041,32.624489,9.424632,,,,28.086353,81.12,27.132063,,,,
1866,,,,12.56995,,,,,,,16.68061,,,,,35.24579,,,,,,16.2794,,,,,,,,,,,37.80135,,,,,,,,,167.00754,,,,,13.85148,,,64.94345,,,,,,,,113.57143,22.03133,,,,,,,,,32.77108,,,,12.8715,,69.39553,31.02906,11.05488,,,,34.22285,76.68,30.84801,,,,
1867,,,12.9,14.64442,,,,,,,17.22792,,,,,38.9228,,,,31.16389,,25.35495,,,,,,,,,,,47.24531,,,,,,,,,143.40829,,,,,11.82894,,,79.43595,,,,,,,,115.58082,22.12074,,,,,,,,,32.55814,,,,13.87723,,79.36802,54.96379,11.55823,,,,75.35034,77.65,32.11182,,,,
1868,,,17.2,15.6211,,,,,,,17.2487,,,,,38.11478,,,,30.76298,,25.00312,,,,,,,,,,,84.74336,,,,,,,,,151.64638,,,,,11.32988,,,76.01298,,,,,,,,115.58956,23.73341,,,,,,,,,33.56009,,,,16.47353,,102.79573,44.76635,13.30751,,,,74.40134,74.91,32.04525,,,,
1869,,,16.4,16.81051,,,,,,,16.09841,,,,,32.22785,,,,30.1383,,24.99863,,,,,,,,,,,72.10601,,,,,,,,,171.67085,,,,,11.55821,,,79.55133,,,,,,,,110.8987,38.82506,,,,,,,,,37.36264,,,,15.55698,,130.79244,47.38647,13.1229,,,,97.95548,74.65,32.97391,,,,
1870,,,18.5,17.25678,,,,,,,15.11403,,,,,27.80657,,,,30.74878,,26.38049,,,,,,,,,,,91.79581,,,,,,,,,143.83177,,,,,11.5405,,,87.71561,,,,,,,,107.82419,45.45684,,,,,,,,,38.93617,,,,17.78823,,122.06822,42.87862,12.6683,,,,72.99246,70.33,32.05003,,,,
1871,,,32.8,19.17986,,,,,,,16.01586,,,,,31.82746,,,,26.07808,,24.70508,,,,,,,,,,,76.9446,,,,,,,,,126.5639,,,,,11.10757,,,86.28665,,,,,,,,104.16268,53.28684,,,,,,,,,39.23241,,,,13.8415,,115.0195,49.87243,12.34977,,,,107.26905,64.18,31.0041,32.59448,,,
1872,,,28.6,15.491973,,,,,,,13.194428,,,,,29.370266,,,,25.194516,,21.615916,,,,,,,,,,,56.512854,,,,,,,,,150.799176,,,,,12.989532,,,78.456206,9.819525,,,,61.991415,,,92.929642,55.144814,,,,,,,,,39.034205,,,,8.622142,,117.790957,49.257975,10.968035,,,,137.440532,60.4,27.378509,27.968166,,,
1873,,,26.6,14.26919,,,,,,,16.18467,,,,,25.51462,,,,26.53803,,24.97784,,,,,,,,,,,105.75416,,,,,,,,,137.71834,,,,,13.03139,,,70.62246,11.26504,,,,70.23412,,,85.0736,49.76463,,,,,,,,,42.80303,,,,12.5488,,121.38454,26.98816,9.24544,,,,162.10832,57.2,25.53695,26.5955,,,
1874,,,26.3,19.432231,,,,,,,17.181385,,,,,24.219771,,,,32.521684,,25.654974,,,,,,,,,,,111.071173,,,,,,,,,129.52252,,,,,12.860365,,,68.843998,14.566155,,,,76.225434,,,86.938492,51.084427,,,,,,,,,43.694494,,,,13.664595,,146.697801,31.521488,9.262276,,,,162.551998,57.23,26.552954,28.52017,,,
1875,,,26.6,23.36874,,,,,,,19.32764,,,,,33.65444,,,,33.74413,,25.11098,,,,,,,,,,,105.5674,,,,,,,,,129.75595,,,,,13.23349,,,77.57412,17.98366,,,,,,,87.30029,63.69715,,,,,,,,,43.86555,,,,14.40838,,150.28794,23.52954,10.31489,,,,171.30509,57.83,27.35643,34.13438,,,
1876,,,28.4,15.85057,,,,,,,21.12808,,,,,31.56344,,,,38.12495,,27.42746,,,,,,,,,,,95.89789,,,,,,,,,134.94479,,,,,13.01257,,,87.31083,11.67009,,,,,,,88.60929,62.27348,,,,,,,,,51.41903,,,,28.15718,,169.00576,35.83559,12.18209,,,,153.31745,59.0,26.23821,31.64282,,,
1877,,,23.4,17.60922,,,,,,,23.01601,,,,,33.4204,,,,39.34192,,26.86287,,,,,,,,,,,163.16708,,,,,,,,,123.07833,,,,,11.86099,,,80.59931,61.17741,,,,82.56517,,,86.32204,70.62391,,,,,,,,,50.2447,,,,39.10958,,158.84408,27.11441,12.91811,,,,173.64982,59.75,25.88382,27.26456,,,
1878,,,23.8,17.2852,,,,,,,25.18654,,,,,34.75549,,,,43.77482,,29.29411,,,,,,,,,,,295.73757,,,,,,,,,123.97369,,,,,12.94901,,,85.58905,58.2807,,,,86.26471,,,90.56047,66.96433,,,,,,,,,50.1634,,,,44.05842,,163.52602,26.36606,16.69779,,,,158.18657,61.77,26.9237,24.7718,,,
1879,,,23.1,20.89337,,,,,,,26.26567,,,,,32.24241,,,,37.17224,,30.20837,,,,,,,,,,,182.93523,,,,,,,,,120.01778,,,,,12.03808,,,86.21803,53.25254,,,,75.21103,,,95.6912,69.24235,,,,,,,,,57.55034,,,,51.17323,,165.54418,25.26616,17.53845,,,,192.31562,64.39,25.10222,26.11485,,,
1880,,,25.9,22.2212,69.5829,,,,,,26.19381,,,,,27.97986,,,,35.70323,,32.30643,,,,,,,,24.22274,,,195.99662,,,,,95.55338,,36.51639,,120.09293,,,69.5829,,11.92935,,,80.37868,52.66019,,,,89.28687,,,89.58658,89.67828,,,15.77375,,,,,,57.73026,,,,46.35751,,152.48207,54.2212,17.82343,20.95923,,,243.81207,60.57,20.38861,21.89427,,,
1881,,,29.2,23.22018,72.06481,,,,,,26.73802,,,,,30.28803,,,,34.82366,,32.81296,,,,,,,,24.09726,,,195.17588,,,,,95.50627,,40.61743,,111.85015,,,72.06481,,11.23464,,,96.39174,47.52341,,,,93.97977,,,88.91645,91.09653,,,15.53667,,,,,,57.25552,,,,49.74785,,143.68289,110.07816,17.32476,22.12661,,,139.18248,58.83,17.83632,21.46072,,,
1882,,,25.9,23.25504,72.62293,,,,,,29.25632,,,,,29.86474,,,,37.53417,,28.98703,,,,,,,,23.63,,,229.56372,,,,,90.1302,,41.92921,,99.4055,,,72.62293,,11.21548,,,98.24461,38.23632,,,,69.53874,,,84.60596,92.04815,,,14.96895,,,,,,58.46154,,,,60.30746,,112.23108,93.53405,17.17869,24.01355,,,149.19979,56.7,15.72388,19.61568,,,
1883,,,24.9,24.09103,73.59124,,,,,,32.09047,,,,,30.56822,,,,40.50892,,27.95768,,,,,,,,22.99435,,,209.38895,,,,,96.97351,,43.29966,,95.14809,,,73.59124,,10.75811,,,101.19902,37.64461,,,,62.66057,,,86.2504,94.86628,,,14.92413,,,242.76284,,,62.09553,,,,89.60336,,73.39356,120.73246,16.3549,21.99794,,,137.63977,56.57,15.31847,71.46752,,,
1884,,,21.9,29.32676,75.15935,,,,,,35.01384,,,,,39.61476,,,,49.60571,,28.48553,,,,,,,,23.56484,,,192.75592,,,,,105.08146,,45.99245,,76.9635,,,75.15935,,11.36209,,,101.64292,28.50139,,,,65.43456,,,87.70621,102.76116,,,15.74244,,,257.47106,,,59.73451,,,,93.03593,,70.83576,124.60725,16.83545,21.13539,,,131.2408,52.63,15.51296,72.62023,,,
1885,,,23.3,31.22886,79.56504,,,,,,35.97417,,,,,38.77508,,,,55.36963,,26.61281,,,,,,,,23.76915,,,226.62969,,,,,112.57004,,48.98297,,69.44129,,,79.56504,,11.29883,,,93.86544,28.85665,,,,76.64074,,,91.90932,103.89033,,,16.657,,,218.38747,,,59.28571,,,,116.42414,,71.31044,118.28992,18.30665,22.93861,,,127.72426,53.76,16.06866,91.81403,,,
1886,,,24.0,34.20736,84.14782,,,,,,40.095,,,,,37.1286,,,,51.89887,,26.5008,,,,,,,,23.89853,,,335.62342,,,,,113.93307,,49.46924,,66.25612,,,84.14782,,10.96421,,,90.82931,29.28893,,,,70.60683,,,95.0877,115.66804,,,17.46867,,,226.84824,,,56.58073,,80.65542,,98.58304,,69.95226,114.56391,19.25762,23.58526,,,128.37372,53.55,14.5497,97.60063,,,
1887,,,21.2,32.50229,83.16551,,,,,,38.39945,,,,,36.76415,,,,53.87221,,26.44465,,,,,,,,23.41366,,,293.12468,,,,,117.05961,,49.49689,,98.91089,,,83.16551,,11.49315,,,96.89964,29.86408,,,,47.37918,,,103.50234,122.02491,,,17.51123,,,53.47461,,,56.89655,,87.14527,,91.1734,,75.84186,96.76094,20.18486,21.38003,,,125.3775,51.27,12.65345,124.21898,,,
1888,,,38.7,32.89344,82.69849,,,,,,37.85364,,,,,42.79326,,,,58.17953,,26.0911,,,,,,,,22.68775,,,294.68171,,,,,116.38462,,48.39255,,134.91935,,,82.69849,,11.15585,,,104.95624,27.72125,,,,28.75139,,,100.05593,125.28594,,,17.7807,,,50.61017,,,54.7619,,78.46751,,79.78458,,72.13376,97.14782,20.70607,19.07364,,,132.01913,47.04,12.17884,91.73038,,,
1889,,,47.8,32.11969,85.96377,,,,,,36.98674,,,,,100.55666,,,,54.41383,,27.61272,,,,,,,,21.14585,,,283.0013,,,,,109.58589,,44.90747,,139.66745,,,85.96377,,11.42337,,,104.3544,23.45828,,,,33.40816,,,95.08488,128.77183,,,16.1587,,,51.08044,,,53.38253,,73.19166,,77.13408,,79.00319,82.40209,18.89253,32.695,,,149.94726,44.26,11.64786,105.41374,,,
1890,,,72.1,34.68736,85.1786,,,,,,36.28032,,,,,94.33011,,,,52.36474,,24.23183,,,,,,,,19.38684,,,277.71959,,,,,104.03812,,47.22081,,159.15068,,,85.1786,,11.06762,,,97.45007,25.40011,,,,42.01344,,,94.36622,118.64421,,,16.19013,,,41.18752,,,60.12346,,77.75981,,79.77279,,77.92399,92.53738,18.21142,38.15772,,,165.45421,42.87,10.27907,94.1841,,,
