year,country,coarse_regime,regime_label
1957,Hungary,3,managed_float
1957,Iceland,2,crawling_peg
1957,India,1,peg
1957,Indonesia,3,managed_float
1957,Iran,1,peg
1957,Iraq,1,peg
1957,Ireland,1,peg
1957,Israel,6,dual_market
1957,Italy,1,peg
1957,Jamaica,1,peg
1957,Japan,3,managed_float
1957,Jordan,1,peg
1957,Kazakhstan,1,peg
1957,Kenya,1,peg
1957,Kiribati,1,peg
1957,Korea,2,crawling_peg
1957,Kuwait,1,peg
1957,Kyrgyz Rep.,1,peg
1957,Lao Dem. Rep.,6,dual_market
1957,Latvia,1,peg
1957,Lebanon,2,crawling_peg
1957,Lesotho,1,peg
1957,Liberia,1,peg
1957,Libya,1,peg
1957,Liechtesntein,1,peg
1957,Lithuania,1,peg
1957,Luxembourg,1,peg
1957,Macao,1,peg
1957,Macedonia FYR,1,peg
1957,Madagascar,1,peg
1957,Malawi,1,peg
1957,Malaysia,1,peg
1957,Maldives,1,peg
1957,Mali,1,peg
1957,Malta,1,peg
1957,Marshall Islands,1,peg
1957,Mauritania,1,peg
1957,Mauritius,1,peg
1957,Mexico,1,peg
1957,Micronesia,1,peg
1957,Moldova,1,peg
1957,Monaco,1,peg
1957,Mongolia,1,peg
1957,Montenegro,1,peg
1957,Morocco,1,peg
1957,Mozambique,1,peg
1957,Myanmar,1,peg
1957,Namibia,1,peg
1957,Nepal,3,managed_float
1957,Netherlands,1,peg
1957,Netherlands Antilles,1,peg
1957,New Zealand,1,peg
1957,Nicaragua,3,managed_float
1957,Niger,1,peg
1957,Nigeria,1,peg
1957,Norway,1,peg
1957,Oman,1,peg
1957,PNG,1,peg
1957,Pakistan,1,peg
1957,Palau,1,peg
1957,Panama,1,peg
1957,Paraguay,3,managed_float
1957,Peru,3,managed_float
1957,Philippines,3,managed_float
1957,Poland,6,dual_market
1957,Portugal,1,peg
1957,Qatar,1,peg
1957,Romania,6,dual_market
1957,Russia,6,dual_market
1957,Rwanda,1,peg
1957,Samoa,1,peg
1957,San Marino,1,peg
1957,Sao Tome & Principe,1,peg
1957,Saudi Arabia,1,peg
1957,Senegal,1,peg
1957,"Serbia, Rep. of",1,peg
1957,Seychelles,1,peg
1957,Sierra Leone,1,peg
1957,Singapore,1,peg
1957,Slovak Republic,1,peg
1957,Slovenia,1,peg
1957,Solomon Islands,1,peg
1957,Somalia,6,dual_market
1957,South Africa,1,peg
1957,Spain,2,crawling_peg
1957,Sri Lanka,1,peg
1957,St Vincent & Grenadines,1,peg
1957,St. Kitts and Nevis,1,peg
1957,St. Lucia,1,peg
1957,Sudan,1,peg
1957,Suriname,1,peg
1957,Swaziland,1,peg
1957,Sweden,1,peg
1957,Switzerland,1,peg
1957,Syrian Arab Rep.,6,dual_market
1957,Tajikistan,1,peg
1957,Tanzania,1,peg
1957,Thailand,2,crawling_peg
1957,The Bahamas,1,peg
1957,The Gambia,1,peg
1957,Togo,1,peg
1957,Tonga,1,peg
1957,Trinidad Tobago,1,peg
1957,Tunisia,2,crawling_peg
1957,Turkey,3,managed_float
1957,Turkmenistan,1,peg
1957,UAE,1,peg
1957,Uganda,1,peg
1957,Ukraine,1,peg
1957,United Kingdom,1,peg
1957,United States,1,peg
1957,Uruguay,3,managed_float
1957,Uzbekistan,1,peg
1957,Vanuatu,1,peg
1957,Venezuela,1,peg
1957,Vietnam,6,dual_market
1957,West Bank and Gaza,1,peg
1957,Yemen Rep. of,6,dual_market
1957,Zambia,1,peg
1957,Zimbabwe,1,peg
1958,Afghanistan,6,dual_market
1958,Albania,6,dual_market
1958,Algeria,1,peg
1958,Angola,1,peg
1958,Anguilla,1,peg
1958,Antigua and Barbuda,1,peg
1958,Argentina,5,freely_falling
1958,Armenia,1,peg
1958,Aruba,1,peg
1958,Australia,1,peg
1958,Austria,1,peg
1958,Azerbaijan Rep. of,1,peg
1958,Bahrain Kingdom of,1,peg
1958,Bangladesh,1,peg
1958,Barbados,1,peg
1958,Belarus,1,peg
1958,Belgium,1,peg
1958,Belize,1,peg
1958,Benin,1,peg
1958,Bermuda,1,peg
1958,Bhutan,1,peg
1958,Bolivia,2,crawling_peg
1958,Bosnia & Herzegovina,6,dual_market
1958,Botswana,1,peg
1958,Brazil,3,managed_float
1958,Brunei Darussalam,1,peg
1958,Bulgaria,6,dual_market
1958,Burkina Faso,1,peg
1958,Burundi,1,peg
1958,Cabo Verde,1,peg
1958,Cambodia,6,dual_market
1958,Cameroon,1,peg
1958,Canada,1,peg
1958,Central African Rep.,1,peg
1958,Chad,1,peg
1958,Chile,3,managed_float
1958,"China, PR",3,managed_float
1958,Colombia,3,managed_float
1958,Comoros,1,peg
1958,Congo Dem. Rep. of,6,dual_market
1958,Congo Rep. of,1,peg
1958,Costa Rica,1,peg
1958,"Cote D""Ivoire",1,peg
1958,Croatia,6,dual_market
1958,Curacao,1,peg
1958,Cyprus,1,peg
1958,Czech Rep.,6,dual_market
1958,Denmark,1,peg
1958,Djibouti,1,peg
1958,Dominica,1,peg
1958,Dominican Republic,1,peg
1958,Ecuador,2,crawling_peg
1958,Egypt,3,managed_float
1958,El Salvador,1,peg
1958,Equatorial Guinea,1,peg
1958,Eritrea,1,peg
1958,Estonia,1,peg
1958,Ethiopia,1,peg
1958,Fiji,1,peg
1958,Finland,1,peg
1958,France,2,crawling_peg
1958,Gabon,1,peg
1958,Georgia,1,peg
1958,Germany,1,peg
1958,Ghana,1,peg
1958,Greece,1,peg
1958,Grenada,1,peg
1958,Guatemala,1,peg
1958,Guinea,1,peg
1958,Guinea Bissau,1,peg
1958,Guyana,1,peg
1958,Haiti,1,peg
1958,Honduras,1,peg
1958,Hong Kong,3,managed_float
1958,Hungary,3,managed_float
1958,Iceland,2,crawling_peg
1958,India,1,peg
1958,Indonesia,3,managed_float
1958,Iran,1,peg
1958,Iraq,1,peg
1958,Ireland,1,peg
1958,Israel,6,dual_market
1958,Italy,1,peg
1958,Jamaica,1,peg
1958,Japan,3,managed_float
1958,Jordan,1,peg
1958,Kazakhstan,1,peg
1958,Kenya,1,peg
1958,Kiribati,1,peg
1958,Korea,2,crawling_peg
1958,Kuwait,1,peg
1958,Kyrgyz Rep.,1,peg
1958,Lao Dem. Rep.,6,dual_market
1958,Latvia,1,peg
1958,Lebanon,2,crawling_peg
1958,Lesotho,1,peg
1958,Liberia,1,peg
1958,Libya,1,peg
1958,Liechtesntein,1,peg
1958,Lithuania,1,peg
1958,Luxembourg,1,peg
1958,Macao,1,peg
1958,Macedonia FYR,1,peg
1958,Madagascar,1,peg
1958,Malawi,1,peg
1958,Malaysia,1,peg
1958,Maldives,1,peg
1958,Mali,1,peg
1958,Malta,1,peg
1958,Marshall Islands,1,peg
1958,Mauritania,1,peg
1958,Mauritius,1,peg
1958,Mexico,1,peg
1958,Micronesia,1,peg
1958,Moldova,1,peg
1958,Monaco,1,peg
1958,Mongolia,1,peg
1958,Montenegro,1,peg
1958,Morocco,1,peg
1958,Mozambique,1,peg
1958,Myanmar,1,peg
1958,Namibia,1,peg
1958,Nepal,3,managed_float
1958,Netherlands,1,peg
1958,Netherlands Antilles,1,peg
1958,New Zealand,1,peg
1958,Nicaragua,3,managed_float
1958,Niger,1,peg
1958,Nigeria,1,peg
1958,Norway,1,peg
1958,Oman,1,peg
1958,PNG,1,peg
1958,Pakistan,1,peg
1958,Palau,1,peg
1958,Panama,1,peg
1958,Paraguay,1,peg
1958,Peru,3,managed_float
1958,Philippines,3,managed_float
1958,Poland,6,dual_market
1958,Portugal,1,peg
1958,Qatar,1,peg
1958,Romania,6,dual_market
1958,Russia,6,dual_market
1958,Rwanda,1,peg
1958,Samoa,1,peg
1958,San Marino,1,peg
1958,Sao Tome & Principe,1,peg
1958,Saudi Arabia,2,crawling_peg
1958,Senegal,1,peg
1958,"Serbia, Rep. of",1,peg
1958,Seychelles,1,peg
1958,Sierra Leone,1,peg
1958,Singapore,1,peg
1958,Slovak Republic,1,peg
1958,Slovenia,1,peg
1958,Solomon Islands,1,peg
1958,Somalia,6,dual_market
1958,South Africa,1,peg
1958,Spain,2,crawling_peg
1958,Sri Lanka,1,peg
1958,St Vincent & Grenadines,1,peg
1958,St. Kitts and Nevis,1,peg
1958,St. Lucia,1,peg
1958,Sudan,1,peg
1958,Suriname,1,peg
1958,Swaziland,1,peg
1958,Sweden,1,peg
1958,Switzerland,1,peg
1958,Syrian Arab Rep.,6,dual_market
1958,Tajikistan,1,peg
1958,Tanzania,1,peg
1958,Thailand,2,crawling_peg
1958,The Bahamas,1,peg
1958,The Gambia,1,peg
1958,Togo,1,peg
1958,Tonga,1,peg
1958,Trinidad Tobago,1,peg
1958,Tunisia,2,crawling_peg
1958,Turkey,3,managed_float
1958,Turkmenistan,1,peg
1958,UAE,1,peg
1958,Uganda,1,peg
1958,Ukraine,1,peg
1958,United Kingdom,1,peg
1958,United States,1,peg
1958,Uruguay,5,freely_falling
1958,Uzbekistan,1,peg
1958,Vanuatu,1,peg
1958,Venezuela,1,peg
1958,Vietnam,6,dual_market
1958,West Bank and Gaza,1,peg
1958,Yemen Rep. of,6,dual_market
1958,Zambia,1,peg
1958,Zimbabwe,1,peg
1959,Afghanistan,6,dual_market
1959,Albania,6,dual_market
1959,Algeria,1,peg
1959,Angola,1,peg
1959,Anguilla,1,peg
1959,Antigua and Barbuda,1,peg
1959,Argentina,5,freely_falling
1959,Armenia,1,peg
1959,Aruba,1,peg
1959,Australia,1,peg
1959,Austria,1,peg
1959,Azerbaijan Rep. of,1,peg
1959,Bahrain Kingdom of,1,peg
1959,Bangladesh,1,peg
1959,Barbados,1,peg
1959,Belarus,1,peg
1959,Belgium,1,peg
1959,Belize,1,peg
1959,Benin,1,peg
1959,Bermuda,1,peg
1959,Bhutan,1,peg
1959,Bolivia,2,crawling_peg
1959,Bosnia & Herzegovina,6,dual_market
1959,Botswana,1,peg
1959,Brazil,3,managed_float
1959,Brunei Darussalam,1,peg
1959,Bulgaria,6,dual_market
1959,Burkina Faso,1,peg
1959,Burundi,1,peg
1959,Cabo Verde,1,peg
1959,Cambodia,6,dual_market
1959,Cameroon,1,peg
1959,Canada,1,peg
1959,Central African Rep.,1,peg
1959,Chad,1,peg
1959,Chile,5,freely_falling
1959,"China, PR",3,managed_float
1959,Colombia,3,managed_float
1959,Comoros,1,peg
1959,Congo Dem. Rep. of,6,dual_market
1959,Congo Rep. of,1,peg
1959,Costa Rica,1,peg
1959,"Cote D""Ivoire",1,peg
1959,Croatia,6,dual_market
1959,Curacao,1,peg
1959,Cyprus,1,peg
1959,Czech Rep.,6,dual_market
1959,Denmark,1,peg
1959,Djibouti,1,peg
1959,Dominica,1,peg
1959,Dominican Republic,1,peg
1959,Ecuador,2,crawling_peg
1959,Egypt,3,managed_float
1959,El Salvador,1,peg
1959,Equatorial Guinea,1,peg
1959,Eritrea,1,peg
1959,Estonia,1,peg
1959,Ethiopia,1,peg
1959,Fiji,1,peg
1959,Finland,1,peg
1959,France,2,crawling_peg
1959,Gabon,1,peg
1959,Georgia,1,peg
1959,Germany,1,peg
1959,Ghana,1,peg
1959,Greece,1,peg
1959,Grenada,1,peg
1959,Guatemala,1,peg
1959,Guinea,1,peg
1959,Guinea Bissau,1,peg
1959,Guyana,1,peg
1959,Haiti,1,peg
1959,Honduras,1,peg
1959,Hong Kong,3,managed_float
1959,Hungary,3,managed_float
1959,Iceland,2,crawling_peg
1959,India,1,peg
1959,Indonesia,3,managed_float
1959,Iran,1,peg
1959,Iraq,1,peg
1959,Ireland,1,peg
1959,Israel,6,dual_market
1959,Italy,1,peg
1959,Jamaica,1,peg
1959,Japan,2,crawling_peg
1959,Jordan,1,peg
1959,Kazakhstan,1,peg
1959,Kenya,1,peg
1959,Kiribati,1,peg
1959,Korea,2,crawling_peg
1959,Kuwait,1,peg
1959,Kyrgyz Rep.,1,peg
1959,Lao Dem. Rep.,1,peg
1959,Latvia,1,peg
1959,Lebanon,2,crawling_peg
1959,Lesotho,1,peg
1959,Liberia,1,peg
1959,Libya,1,peg
1959,Liechtesntein,1,peg
1959,Lithuania,1,peg
1959,Luxembourg,1,peg
1959,Macao,1,peg
1959,Macedonia FYR,1,peg
1959,Madagascar,1,peg
1959,Malawi,1,peg
1959,Malaysia,1,peg
1959,Maldives,1,peg
1959,Mali,1,peg
1959,Malta,1,peg
1959,Marshall Islands,1,peg
1959,Mauritania,1,peg
1959,Mauritius,1,peg
1959,Mexico,1,peg
1959,Micronesia,1,peg
1959,Moldova,1,peg
1959,Monaco,1,peg
1959,Mongolia,1,peg
1959,Montenegro,1,peg
1959,Morocco,1,peg
1959,Mozambique,1,peg
1959,Myanmar,1,peg
1959,Namibia,1,peg
1959,Nepal,1,peg
1959,Netherlands,1,peg
1959,Netherlands Antilles,1,peg
1959,New Zealand,1,peg
1959,Nicaragua,3,managed_float
1959,Niger,1,peg
1959,Nigeria,1,peg
1959,Norway,1,peg
1959,Oman,1,peg
1959,PNG,1,peg
1959,Pakistan,6,dual_market
1959,Palau,1,peg
1959,Panama,1,peg
1959,Paraguay,1,peg
1959,Peru,1,peg
1959,Philippines,3,managed_float
1959,Poland,6,dual_market
1959,Portugal,1,peg
1959,Qatar,1,peg
1959,Romania,6,dual_market
1959,Russia,6,dual_market
1959,Rwanda,1,peg
1959,Samoa,1,peg
1959,San Marino,1,peg
1959,Sao Tome & Principe,1,peg
1959,Saudi Arabia,2,crawling_peg
1959,Senegal,1,peg
1959,"Serbia, Rep. of",1,peg
1959,Seychelles,1,peg
1959,Sierra Leone,1,peg
1959,Singapore,1,peg
1959,Slovak Republic,1,peg
1959,Slovenia,1,peg
1959,Solomon Islands,1,peg
1959,Somalia,6,dual_market
1959,South Africa,1,peg
1959,Spain,2,crawling_peg
1959,Sri Lanka,1,peg
1959,St Vincent & Grenadines,1,peg
1959,St. Kitts and Nevis,1,peg
1959,St. Lucia,1,peg
1959,Sudan,1,peg
1959,Suriname,1,peg
1959,Swaziland,1,peg
1959,Sweden,1,peg
1959,Switzerland,1,peg
1959,Syrian Arab Rep.,6,dual_market
1959,Tajikistan,1,peg
1959,Tanzania,1,peg
1959,Thailand,2,crawling_peg
1959,The Bahamas,1,peg
1959,The Gambia,1,peg
1959,Togo,1,peg
1959,Tonga,1,peg
1959,Trinidad Tobago,1,peg
1959,Tunisia,1,peg
1959,Turkey,3,managed_float
1959,Turkmenistan,1,peg
1959,UAE,1,peg
1959,Uganda,1,peg
1959,Ukraine,1,peg
1959,United Kingdom,1,peg
1959,United States,1,peg
1959,Uruguay,5,freely_falling
1959,Uzbekistan,1,peg
1959,Vanuatu,1,peg
1959,Venezuela,1,peg
1959,Vietnam,6,dual_market
1959,West Bank and Gaza,1,peg
1959,Yemen Rep. of,6,dual_market
1959,Zambia,1,peg
1959,Zimbabwe,1,peg
1960,Afghanistan,6,dual_market
1960,Albania,6,dual_market
1960,Algeria,1,peg
1960,Angola,1,peg
1960,Anguilla,1,peg
1960,Antigua and Barbuda,1,peg
1960,Argentina,3,managed_float
1960,Armenia,1,peg
1960,Aruba,1,peg
1960,Australia,1,peg
1960,Austria,1,peg
1960,Azerbaijan Rep. of,1,peg
1960,Bahrain Kingdom of,1,peg
1960,Bangladesh,1,peg
1960,Barbados,1,peg
1960,Belarus,1,peg
1960,Belgium,1,peg
1960,Belize,1,peg
1960,Benin,1,peg
1960,Bermuda,1,peg
1960,Bhutan,1,peg
1960,Bolivia,2,crawling_peg
1960,Bosnia & Herzegovina,6,dual_market
1960,Botswana,1,peg
1960,Brazil,3,managed_float
1960,Brunei Darussalam,1,peg
1960,Bulgaria,6,dual_market
1960,Burkina Faso,1,peg
1960,Burundi,1,peg
1960,Cabo Verde,1,peg
1960,Cambodia,6,dual_market
1960,Cameroon,1,peg
1960,Canada,1,peg
1960,Central African Rep.,1,peg
1960,Chad,1,peg
1960,Chile,1,peg
1960,"China, PR",3,managed_float
1960,Colombia,3,managed_float
1960,Comoros,1,peg
1960,Congo Dem. Rep. of,6,dual_market
1960,Congo Rep. of,1,peg
1960,Costa Rica,1,peg
1960,"Cote D""Ivoire",1,peg
1960,Croatia,6,dual_market
1960,Curacao,1,peg
1960,Cyprus,1,peg
1960,Czech Rep.,6,dual_market
1960,Denmark,1,peg
1960,Djibouti,1,peg
1960,Dominica,1,peg
1960,Dominican Republic,3,managed_float
1960,Ecuador,2,crawling_peg
1960,Egypt,3,managed_float
1960,El Salvador,1,peg
1960,Equatorial Guinea,1,peg
1960,Eritrea,1,peg
1960,Estonia,1,peg
1960,Ethiopia,1,peg
1960,Fiji,1,peg
1960,Finland,1,peg
1960,France,2,crawling_peg
1960,Gabon,1,peg
1960,Georgia,1,peg
1960,Germany,1,peg
1960,Ghana,1,peg
1960,Greece,1,peg
1960,Grenada,1,peg
1960,Guatemala,1,peg
1960,Guinea,1,peg
1960,Guinea Bissau,1,peg
1960,Guyana,1,peg
1960,Haiti,1,peg
1960,Honduras,1,peg
1960,Hong Kong,3,managed_float
1960,Hungary,3,managed_float
1960,Iceland,2,crawling_peg
1960,India,1,peg
1960,Indonesia,3,managed_float
1960,Iran,1,peg
1960,Iraq,1,peg
1960,Ireland,1,peg
1960,Israel,6,dual_market
1960,Italy,1,peg
1960,Jamaica,1,peg
1960,Japan,2,crawling_peg
1960,Jordan,1,peg
1960,Kazakhstan,1,peg
1960,Kenya,1,peg
1960,Kiribati,1,peg
1960,Korea,2,crawling_peg
1960,Kuwait,1,peg
1960,Kyrgyz Rep.,1,peg
1960,Lao Dem. Rep.,1,peg
1960,Latvia,1,peg
1960,Lebanon,2,crawling_peg
1960,Lesotho,1,peg
1960,Liberia,1,peg
1960,Libya,1,peg
1960,Liechtesntein,1,peg
1960,Lithuania,1,peg
1960,Luxembourg,1,peg
1960,Macao,1,peg
1960,Macedonia FYR,1,peg
1960,Madagascar,1,peg
1960,Malawi,1,peg
1960,Malaysia,1,peg
1960,Maldives,1,peg
1960,Mali,1,peg
1960,Malta,1,peg
1960,Marshall Islands,1,peg
1960,Mauritania,1,peg
1960,Mauritius,1,peg
1960,Mexico,1,peg
1960,Micronesia,1,peg
1960,Moldova,1,peg
1960,Monaco,1,peg
1960,Mongolia,1,peg
1960,Montenegro,1,peg
1960,Morocco,1,peg
1960,Mozambique,1,peg
1960,Myanmar,1,peg
1960,Namibia,1,peg
1960,Nepal,1,peg
1960,Netherlands,1,peg
1960,Netherlands Antilles,1,peg
1960,New Zealand,1,peg
1960,Nicaragua,3,managed_float
1960,Niger,1,peg
1960,Nigeria,1,peg
1960,Norway,1,peg
1960,Oman,1,peg
1960,PNG,1,peg
1960,Pakistan,6,dual_market
1960,Palau,1,peg
1960,Panama,1,peg
1960,Paraguay,1,peg
1960,Peru,1,peg
1960,Philippines,1,peg
1960,Poland,6,dual_market
1960,Portugal,1,peg
1960,Qatar,1,peg
1960,Romania,6,dual_market
1960,Russia,6,dual_market
1960,Rwanda,1,peg
1960,Samoa,1,peg
1960,San Marino,1,peg
1960,Sao Tome & Principe,1,peg
1960,Saudi Arabia,1,peg
1960,Senegal,1,peg
1960,"Serbia, Rep. of",1,peg
1960,Seychelles,1,peg
1960,Sierra Leone,1,peg
1960,Singapore,1,peg
1960,Slovak Republic,1,peg
1960,Slovenia,1,peg
1960,Solomon Islands,1,peg
1960,Somalia,1,peg
1960,South Africa,1,peg
1960,Spain,1,peg
1960,Sri Lanka,1,peg
1960,St Vincent & Grenadines,1,peg
1960,St. Kitts and Nevis,1,peg
1960,St. Lucia,1,peg
1960,Sudan,1,peg
1960,Suriname,1,peg
1960,Swaziland,1,peg
1960,Sweden,1,peg
1960,Switzerland,1,peg
1960,Syrian Arab Rep.,6,dual_market
1960,Tajikistan,1,peg
1960,Tanzania,1,peg
1960,Thailand,2,crawling_peg
1960,The Bahamas,1,peg
1960,The Gambia,1,peg
1960,Togo,1,peg
1960,Tonga,1,peg
1960,Trinidad Tobago,1,peg
1960,Tunisia,1,peg
1960,Turkey,3,managed_float
1960,Turkmenistan,1,peg
1960,UAE,1,peg
1960,Uganda,1,peg
1960,Ukraine,1,peg
1960,United Kingdom,1,peg
1960,United States,1,peg
1960,Uruguay,5,freely_falling
1960,Uzbekistan,1,peg
1960,Vanuatu,1,peg
1960,Venezuela,1,peg
1960,Vietnam,6,dual_market
1960,West Bank and Gaza,1,peg
1960,Yemen Rep. of,6,dual_market
1960,Zambia,1,peg
1960,Zimbabwe,1,peg
1961,Afghanistan,6,dual_market
1961,Albania,6,dual_market
1961,Algeria,1,peg
1961,Angola,1,peg
1961,Anguilla,1,peg
1961,Antigua and Barbuda,1,peg
1961,Argentina,3,managed_float
1961,Armenia,1,peg
1961,Aruba,1,peg
1961,Australia,1,peg
1961,Austria,1,peg
1961,Azerbaijan Rep. of,1,peg
1961,Bahrain Kingdom of,1,peg
1961,Bangladesh,1,peg
1961,Barbados,1,peg
1961,Belarus,1,peg
1961,Belgium,1,peg
1961,Belize,1,peg
1961,Benin,1,peg
1961,Bermuda,1,peg
1961,Bhutan,1,peg
1961,Bolivia,2,crawling_peg
1961,Bosnia & Herzegovina,6,dual_market
1961,Botswana,1,peg
1961,Brazil,5,freely_falling
1961,Brunei Darussalam,1,peg
1961,Bulgaria,6,dual_market
1961,Burkina Faso,1,peg
1961,Burundi,1,peg
1961,Cabo Verde,1,peg
1961,Cambodia,6,dual_market
1961,Cameroon,1,peg
1961,Canada,1,peg
1961,Central African Rep.,1,peg
1961,Chad,1,peg
1961,Chile,1,peg
1961,"China, PR",3,managed_float
1961,Colombia,3,managed_float
1961,Comoros,1,peg
1961,Congo Dem. Rep. of,6,dual_market
1961,Congo Rep. of,1,peg
1961,Costa Rica,1,peg
1961,"Cote D""Ivoire",1,peg
1961,Croatia,6,dual_market
1961,Curacao,1,peg
1961,Cyprus,1,peg
1961,Czech Rep.,6,dual_market
1961,Denmark,1,peg
1961,Djibouti,1,peg
1961,Dominica,1,peg
1961,Dominican Republic,3,managed_float
1961,Ecuador,2,crawling_peg
1961,Egypt,3,managed_float
1961,El Salvador,2,crawling_peg
1961,Equatorial Guinea,1,peg
1961,Eritrea,1,peg
1961,Estonia,1,peg
1961,Ethiopia,1,peg
1961,Fiji,1,peg
1961,Finland,1,peg
1961,France,2,crawling_peg
1961,Gabon,1,peg
1961,Georgia,1,peg
1961,Germany,1,peg
1961,Ghana,1,peg
1961,Greece,1,peg
1961,Grenada,1,peg
1961,Guatemala,1,peg
1961,Guinea,1,peg
1961,Guinea Bissau,1,peg
1961,Guyana,1,peg
1961,Haiti,1,peg
1961,Honduras,1,peg
1961,Hong Kong,3,managed_float
1961,Hungary,3,managed_float
1961,Iceland,2,crawling_peg
1961,India,1,peg
1961,Indonesia,3,managed_float
1961,Iran,1,peg
1961,Iraq,1,peg
1961,Ireland,1,peg
1961,Israel,6,dual_market
1961,Italy,1,peg
1961,Jamaica,1,peg
1961,Japan,2,crawling_peg
1961,Jordan,1,peg
1961,Kazakhstan,1,peg
1961,Kenya,1,peg
1961,Kiribati,1,peg
1961,Korea,2,crawling_peg
1961,Kuwait,6,dual_market
1961,Kyrgyz Rep.,1,peg
1961,Lao Dem. Rep.,1,peg
1961,Latvia,1,peg
1961,Lebanon,2,crawling_peg
1961,Lesotho,1,peg
1961,Liberia,1,peg
1961,Libya,1,peg
1961,Liechtesntein,1,peg
1961,Lithuania,1,peg
1961,Luxembourg,1,peg
1961,Macao,1,peg
1961,Macedonia FYR,1,peg
1961,Madagascar,1,peg
1961,Malawi,1,peg
1961,Malaysia,1,peg
1961,Maldives,1,peg
1961,Mali,1,peg
1961,Malta,1,peg
1961,Marshall Islands,1,peg
1961,Mauritania,1,peg
1961,Mauritius,1,peg
1961,Mexico,1,peg
1961,Micronesia,1,peg
1961,Moldova,1,peg
1961,Monaco,1,peg
1961,Mongolia,1,peg
1961,Montenegro,1,peg
1961,Morocco,1,peg
1961,Mozambique,1,peg
1961,Myanmar,1,peg
1961,Namibia,1,peg
1961,Nepal,1,peg
1961,Netherlands,1,peg
1961,Netherlands Antilles,1,peg
1961,New Zealand,1,peg
1961,Nicaragua,3,managed_float
1961,Niger,1,peg
1961,Nigeria,1,peg
1961,Norway,1,peg
1961,Oman,1,peg
1961,PNG,1,peg
1961,Pakistan,6,dual_market
1961,Palau,1,peg
1961,Panama,1,peg
1961,Paraguay,2,crawling_peg
1961,Peru,1,peg
1961,Philippines,1,peg
1961,Poland,6,dual_market
1961,Portugal,1,peg
1961,Qatar,1,peg
1961,Romania,6,dual_market
1961,Russia,6,dual_market
1961,Rwanda,1,peg
1961,Samoa,1,peg
1961,San Marino,1,peg
1961,Sao Tome & Principe,1,peg
1961,Saudi Arabia,1,peg
1961,Senegal,1,peg
1961,"Serbia, Rep. of",1,peg
1961,Seychelles,1,peg
1961,Sierra Leone,1,peg
1961,Singapore,1,peg
1961,Slovak Republic,1,peg
1961,Slovenia,1,peg
1961,Solomon Islands,1,peg
1961,Somalia,1,peg
1961,South Africa,1,peg
1961,Spain,1,peg
1961,Sri Lanka,1,peg
1961,St Vincent & Grenadines,1,peg
1961,St. Kitts and Nevis,1,peg
1961,St. Lucia,1,peg
1961,Sudan,1,peg
1961,Suriname,1,peg
1961,Swaziland,1,peg
1961,Sweden,1,peg
1961,Switzerland,1,peg
1961,Syrian Arab Rep.,6,dual_market
1961,Tajikistan,1,peg
1961,Tanzania,1,peg
1961,Thailand,2,crawling_peg
1961,The Bahamas,1,peg
1961,The Gambia,1,peg
1961,Togo,1,peg
1961,Tonga,1,peg
1961,Trinidad Tobago,1,peg
1961,Tunisia,1,peg
1961,Turkey,3,managed_float
1961,Turkmenistan,1,peg
1961,UAE,1,peg
1961,Uganda,1,peg
1961,Ukraine,1,peg
1961,United Kingdom,1,peg
1961,United States,1,peg
1961,Uruguay,3,managed_float
1961,Uzbekistan,1,peg
1961,Vanuatu,1,peg
1961,Venezuela,1,peg
1961,Vietnam,6,dual_market
1961,West Bank and Gaza,1,peg
1961,Yemen Rep. of,6,dual_market
1961,Zambia,1,peg
1961,Zimbabwe,1,peg
1962,Afghanistan,6,dual_market
1962,Albania,6,dual_market
1962,Algeria,1,peg
1962,Angola,1,peg
1962,Anguilla,1,peg
1962,Antigua and Barbuda,1,peg
1962,Argentina,3,managed_float
1962,Armenia,1,peg
1962,Aruba,1,peg
1962,Australia,1,peg
1962,Austria,1,peg
1962,Azerbaijan Rep. of,1,peg
1962,Bahrain Kingdom of,1,peg
1962,Bangladesh,1,peg
1962,Barbados,1,peg
1962,Belarus,1,peg
1962,Belgium,1,peg
1962,Belize,1,peg
1962,Benin,1,peg
1962,Bermuda,1,peg
1962,Bhutan,1,peg
1962,Bolivia,2,crawling_peg
1962,Bosnia & Herzegovina,6,dual_market
1962,Botswana,1,peg
1962,Brazil,5,freely_falling
1962,Brunei Darussalam,1,peg
1962,Bulgaria,6,dual_market
1962,Burkina Faso,1,peg
1962,Burundi,1,peg
1962,Cabo Verde,1,peg
1962,Cambodia,6,dual_market
1962,Cameroon,1,peg
1962,Canada,1,peg
1962,Central African Rep.,1,peg
1962,Chad,1,peg
1962,Chile,5,freely_falling
1962,"China, PR",3,managed_float
1962,Colombia,3,managed_float
1962,Comoros,1,peg
1962,Congo Dem. Rep. of,6,dual_market
1962,Congo Rep. of,1,peg
1962,Costa Rica,1,peg
1962,"Cote D""Ivoire",1,peg
1962,Croatia,6,dual_market
1962,Curacao,1,peg
1962,Cyprus,1,peg
1962,Czech Rep.,6,dual_market
1962,Denmark,1,peg
1962,Djibouti,1,peg
1962,Dominica,1,peg
1962,Dominican Republic,3,managed_float
1962,Ecuador,2,crawling_peg
1962,Egypt,3,managed_float
1962,El Salvador,2,crawling_peg
1962,Equatorial Guinea,1,peg
1962,Eritrea,1,peg
1962,Estonia,1,peg
1962,Ethiopia,1,peg
1962,Fiji,1,peg
